date,garmin_ride_count,garmin_total_distance_m,garmin_total_timer_time_s,garmin_avg_speed_mps,garmin_max_speed_mps,garmin_avg_power_w,garmin_max_power_w,garmin_avg_heart_rate_bpm,garmin_max_heart_rate_bpm,garmin_total_ascent_m,garmin_total_descent_m,garmin_total_tss,garmin_total_work_j,garmin_threshold_power_w,garmin_intensity_factor_mean,garmin_total_training_effect,garmin_total_anaerobic_training_effect,active_energy_burned_sum,activity_summary_active_energy_burned,activity_summary_active_energy_burned_goal,activity_summary_apple_exercise_time,activity_summary_apple_exercise_time_goal,activity_summary_apple_stand_hours,activity_summary_apple_stand_hours_goal,apple_workout_count,apple_workout_duration_seconds,apple_workout_total_distance,apple_workout_total_energy_burned,basal_energy_burned_sum,body_fat_percentage_latest,body_mass_latest,distance_walking_running_sum,exercise_time_sum,flights_climbed_sum,heart_rate_avg,heart_rate_count,heart_rate_max,heart_rate_min,heart_rate_sum,hrv_sdnn_avg,hrv_sdnn_count,hrv_sdnn_max,hrv_sdnn_min,hrv_sdnn_sum,oxygen_saturation_avg,oxygen_saturation_count,oxygen_saturation_max,oxygen_saturation_min,oxygen_saturation_sum,respiratory_rate_avg,respiratory_rate_count,respiratory_rate_max,respiratory_rate_min,respiratory_rate_sum,resting_heart_rate_avg,resting_heart_rate_count,resting_heart_rate_max,resting_heart_rate_min,resting_heart_rate_sum,sleep_asleep_core_seconds,sleep_asleep_deep_seconds,sleep_asleep_rem_seconds,sleep_asleep_seconds,sleep_awake_seconds,sleep_in_bed_seconds,step_count_sum,vo2_max_avg,vo2_max_count,vo2_max_max,vo2_max_min,vo2_max_sum,walking_heart_rate_average_avg,walking_heart_rate_average_count,walking_heart_rate_average_max,walking_heart_rate_average_min,walking_heart_rate_average_sum,garmin_total_timer_hours,sleep_asleep_hours,sleep_in_bed_hours,garmin_total_tss_prev_day,garmin_total_tss_7d,garmin_total_timer_hours_prev_day,garmin_total_timer_hours_7d,sleep_asleep_hours_7d_avg,sleep_asleep_hours_vs_7d,hrv_sdnn_avg_7d_avg,hrv_sdnn_avg_vs_7d,resting_heart_rate_avg_7d_avg,resting_heart_rate_avg_vs_7d
2025-08-26,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,723.9670000000016,491.243,1160.0,8.0,45.0,10.0,12.0,0,0.0,0.0,0.0,2138.6609999999987,,,2.48478194,8.0,10.0,59.302250136239785,734.0,117.0,43.0,43527.8516,52.388497058823525,34.0,135.479,27.6409,1781.2089,0.9614285714285714,7.0,1.0,0.94,6.7299999999999995,14.94047619047619,21.0,19.0,12.5,313.75,50.5,2.0,54.0,47.0,101.0,21570.0,8070.0,6600.0,36240.0,8040.0,54240.0,8060.0,,,,,,71.5,1.0,71.5,71.5,71.5,0.0,10.066666666666666,15.066666666666666,0.0,254.4,2.0554025,10.847092499999999,9.408333333333333,0.6583333333333332,58.38989761370649,-6.001400554882963,57.42857142857143,-6.928571428571431
2025-08-27,1.0,36977.64,5347.841,6.914,11.747,,,135.0,153.0,160.0,161.0,0.0,0.0,,,2.5,0.0,3651.5999999999913,1135.78,1160.0,107.0,45.0,14.0,12.0,2,10737.0,0.0,0.0,2030.7240000000136,,196.998,2.9968214899999994,196.0,10.0,125.63410918192916,4095.0,153.0,45.0,514471.6770999999,54.52425238095239,42.0,133.578,20.588,2290.0186000000003,0.9612500000000002,16.0,1.0,0.9,15.380000000000004,12.870098039215684,51.0,18.5,10.5,656.375,55.0,2.0,58.0,52.0,110.0,34740.0,7020.0,9870.0,51630.0,7440.0,51060.0,7871.0,,,,,,122.0,1.0,122.0,122.0,122.0,1.485511388888889,14.341666666666667,14.183333333333334,0.0,0.0,0.0,7.264192777777777,9.538095238095238,4.803571428571429,58.26895889566608,-3.744706514713691,56.142857142857146,-1.142857142857146
2025-08-28,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,972.116,657.748,1160.0,12.0,45.0,17.0,12.0,0,0.0,0.0,0.0,2232.2090000000003,,,4.5870300199999985,12.0,6.0,65.53184198675496,755.0,117.0,45.0,49476.54069999999,50.637174,50.0,83.6481,15.3569,2531.8587,0.9608333333333332,12.0,1.0,0.91,11.53,13.447368421052632,38.0,28.0,9.5,511.0,56.0,2.0,63.0,49.0,112.0,28470.0,1800.0,3510.0,33780.0,1860.0,58440.0,20093.0,,,,,,86.0,1.0,86.0,86.0,86.0,0.0,9.383333333333333,16.233333333333334,0.0,0.0,1.485511388888889,7.264192777777777,10.541666666666668,-1.158333333333335,57.497452092945004,-6.860278092945002,55.285714285714285,0.7142857142857153
2025-08-29,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,869.759000000002,447.969,1160.0,13.0,45.0,11.0,12.0,0,0.0,0.0,0.0,2062.656000000001,,,6.812956230999999,13.0,2.0,72.8469183127572,486.0,117.0,50.0,35403.6023,65.46352903225805,31.0,192.852,30.9126,2029.3693999999996,0.9427272727272726,11.0,0.98,0.92,10.37,13.464285714285714,42.0,17.0,10.0,565.5,61.0,2.0,61.0,61.0,122.0,20700.0,2160.0,5940.0,28800.0,9060.0,0.0,22642.0,,,,,,103.0,1.0,103.0,103.0,103.0,0.0,8.0,0.0,0.0,0.0,0.0,3.540913888888888,10.657142857142857,-2.6571428571428566,58.3013191861127,7.162209846145352,54.42857142857143,6.571428571428569
2025-08-30,1.0,122922.03,43549.174,2.823,12.4,111.0,3967.0,155.0,176.0,3081.0,3145.0,611.3,4818660.0,237.0,0.711,5.0,2.6,26977.25199999927,5490.63,1160.0,682.0,45.0,16.0,12.0,3,130550.0,0.0,0.0,3461.590999999993,0.183947,200.29,36.063921142,1338.0,528.0,154.79257956165188,20486.0,176.0,56.8426,3171080.7849000003,34.55198928571429,28.0,132.01,11.2341,967.4557000000002,0.912,10.0,0.95,0.89,9.12,20.943181818181817,22.0,27.0,12.75,460.75,91.0,1.0,91.0,91.0,91.0,19230.0,5820.0,3120.0,28170.0,6600.0,64620.0,80991.0,,,,,,129.0,1.0,129.0,129.0,129.0,12.096992777777778,7.825,17.95,0.0,611.3,0.0,15.637906666666666,10.591666666666667,-2.7666666666666666,58.90516014676495,-24.353170861050657,54.285714285714285,36.714285714285715
2025-08-31,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,344.115,299.294,1160.0,15.0,45.0,9.0,12.0,0,0.0,0.0,0.0,1964.217000000001,0.191195,192.023,2.4802263299999985,15.0,3.0,86.44212777777781,234.0,137.0,64.0,20227.45790000001,28.320185853658543,41.0,64.4602,9.10452,1161.1276200000002,0.905,10.0,0.94,0.89,9.05,14.244186046511627,43.0,16.5,12.0,612.5,84.5,2.0,87.0,82.0,169.0,17070.0,1140.0,3660.0,21870.0,1140.0,0.0,6023.0,,,,,,104.0,1.0,104.0,104.0,104.0,0.0,6.075,0.0,611.3,611.3,12.096992777777778,15.637906666666666,9.828571428571427,-3.7535714285714272,54.34192718758128,-26.021741333922733,59.07142857142857,25.42857142857143
2025-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,622.646,622.039,1160.0,26.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2116.1370000000047,,,6.986146654000007,26.0,1.0,77.35306483333335,600.0,113.0,53.0,46411.83890000001,52.43287096774192,62.0,121.276,22.3677,3250.837999999999,0.92625,16.0,1.0,0.9,14.82,12.133928571428571,56.0,17.0,9.5,679.5,57.0,1.0,57.0,57.0,57.0,18600.0,3930.0,4590.0,27120.0,8340.0,12360.0,15839.0,,,,,,87.0,1.0,87.0,87.0,87.0,0.0,7.533333333333333,3.433333333333333,0.0,611.3,0.0,13.582504166666666,10.389285714285716,-2.855952380952383,49.60688533983553,2.825985627906391,64.28571428571429,-7.285714285714292
2025-09-02,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,538.8399999999992,397.653,1160.0,12.0,45.0,12.0,12.0,0,0.0,0.0,0.0,1986.7450000000008,,,5.021451299000002,12.0,5.0,68.02915475728155,515.0,115.0,47.0,35035.0147,64.07067037037038,54.0,204.182,25.915,3459.8162000000007,0.9366666666666668,15.0,0.98,0.91,14.05,13.6640625,64.0,17.0,9.5,874.5,53.5,2.0,57.0,50.0,107.0,29550.0,5790.0,10920.0,46260.0,6000.0,0.0,13611.0,,,,,,93.0,1.0,93.0,93.0,93.0,0.0,12.85,0.0,0.0,611.3,0.0,13.582504166666666,9.032142857142857,3.817857142857143,48.331214082735535,15.739456287634845,65.0,-11.5
2025-09-03,1.0,15085.23,4899.67,3.079,10.189,126.0,2506.0,153.0,180.0,373.0,373.0,95.3,619437.0,237.0,0.839,3.8,1.3,4086.020999999984,1393.01,1160.0,87.0,45.0,15.0,12.0,2,9800.0,0.0,0.0,2228.5159999999973,,,9.830377470000004,158.0,77.0,135.5454400741586,3506.0,180.0,50.0,475222.3129,57.65495500000001,40.0,152.094,27.0077,2306.1982000000003,0.94,18.0,0.99,0.87,16.919999999999998,13.58,50.0,19.5,10.0,679.0,58.5,2.0,62.0,55.0,117.0,37620.0,1140.0,9150.0,47910.0,13080.0,77880.0,33789.0,,,,,,98.0,1.0,98.0,98.0,98.0,1.3610194444444446,13.308333333333334,21.633333333333333,0.0,706.5999999999999,0.0,13.458012222222221,9.429761904761904,3.87857142857143,50.000095984385084,7.6548590156149245,65.42857142857143,-6.928571428571431
2025-09-04,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1970.4470000000017,910.818,1160.0,14.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2129.354000000006,,,17.856898650000005,14.0,4.0,71.52057401215805,658.0,142.0,51.0,47060.5377,55.43995675675676,37.0,189.176,22.6366,2051.2784,0.9407692307692308,13.0,0.98,0.9,12.23,13.099431818181818,44.0,15.5,10.5,576.375,59.0,2.0,60.0,58.0,118.0,33780.0,6690.0,9720.0,50190.0,4200.0,55140.0,57799.0,,,,,,85.0,1.0,85.0,85.0,85.0,0.0,13.941666666666666,15.316666666666666,95.3,706.5999999999999,1.3610194444444446,13.458012222222221,9.282142857142857,4.65952380952381,50.447339215677594,4.992617541079163,65.92857142857143,-6.928571428571431
2025-09-05,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,651.056,649.88,1160.0,12.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2111.2650000000012,,,10.610682603,12.0,10.0,71.13391358490567,265.0,122.0,52.0,18850.4871,53.7396409090909,22.0,105.941,28.4043,1182.2721,0.9399999999999998,5.0,0.97,0.9,4.699999999999999,15.763157894736842,19.0,20.0,12.0,299.5,57.0,1.0,57.0,57.0,57.0,5070.0,810.0,,5880.0,120.0,0.0,24538.0,,,,,,75.5,1.0,75.5,75.5,75.5,0.0,1.6333333333333333,0.0,0.0,706.5999999999999,0.0,13.458012222222221,9.933333333333334,-8.3,51.13345103807143,2.606189871019474,66.35714285714286,-9.357142857142861
2025-09-06,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,721.504,721.504,1160.0,29.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2051.4030000000007,,,8.767518000000004,29.0,23.0,73.37330270270272,407.0,134.0,48.0,29862.934200000003,55.1759918367347,49.0,111.383,29.3388,2703.6236000000004,0.93,12.0,0.98,0.88,11.16,13.08108108108108,37.0,15.0,10.0,484.0,55.5,2.0,58.0,53.0,111.0,19050.0,2550.0,5730.0,27330.0,4020.0,8880.0,19226.0,,,,,,88.0,1.0,88.0,88.0,88.0,0.0,7.591666666666667,2.466666666666667,0.0,95.3,0.0,1.3610194444444428,9.023809523809524,-1.432142857142857,49.458609877618976,5.717381959115727,65.78571428571429,-10.285714285714292
2025-09-07,1.0,24906.47,15460.044,1.611,15.76,116.0,2598.0,147.0,180.0,753.0,739.0,191.2,1221023.0,237.0,0.809,4.4,2.0,7818.793000000027,1686.95,1160.0,283.0,45.0,15.0,12.0,3,48947.0,0.0,0.0,2567.111999999992,,,12.185164910000012,428.0,117.0,145.77212933079517,6829.0,180.0,47.0,995477.8712000002,27.849753214285716,28.0,91.8045,7.66691,779.79309,0.935,8.0,0.96,0.92,7.48,15.083333333333334,12.0,17.0,12.5,181.0,65.5,2.0,73.0,58.0,131.0,18270.0,3570.0,5400.0,27240.0,5820.0,74280.0,35323.0,,,,,,79.5,1.0,79.5,79.5,79.5,4.294456666666667,7.566666666666666,20.633333333333333,0.0,286.5,0.0,5.65547611111111,8.99047619047619,-1.423809523809524,52.404895956336176,-24.55514274205046,60.714285714285715,4.785714285714285
2025-09-08,2.0,35617.119999999995,11918.381000000001,2.761,9.788,90.0,2545.0,129.0,174.0,676.0,676.0,194.9,1268715.0,237.0,0.653,5.2,2.4,5924.831000000023,1892.58,1160.0,220.0,45.0,14.0,12.0,4,24821.0,0.0,0.0,2337.2279999999964,,,14.751359516999996,359.0,174.0,141.98083021670317,4107.0,174.0,50.0,583115.2697,49.80098536585365,41.0,121.244,12.5555,2041.8403999999996,0.9444444444444444,9.0,0.96,0.91,8.5,13.547169811320757,53.0,20.5,10.0,718.0,63.5,2.0,65.0,62.0,127.0,21540.0,960.0,6090.0,28590.0,2460.0,0.0,32412.0,,,,,,102.5,1.0,102.5,102.5,102.5,3.310661388888889,7.941666666666666,0.0,191.2,481.4,4.294456666666667,8.966137499999999,9.203571428571427,-1.261904761904761,52.337691293568625,-2.5367059277149764,58.0,5.5
2025-09-09,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,253.272,216.574,1160.0,2.0,45.0,9.0,12.0,0,0.0,0.0,0.0,1971.307,,,2.20551362,2.0,8.0,62.27317670250895,279.0,110.0,47.0,17374.216299999996,60.11983846153847,39.0,117.627,21.6763,2344.6737000000003,0.9280000000000002,10.0,0.98,0.89,9.28,14.117021276595745,47.0,18.0,11.5,663.5,56.5,2.0,65.0,48.0,113.0,11520.0,2400.0,4080.0,18000.0,840.0,0.0,5024.0,,,,,,89.5,1.0,89.5,89.5,89.5,0.0,5.0,0.0,194.9,481.4,3.310661388888889,8.966137499999999,9.261904761904761,-4.261904761904761,51.961707636156014,8.158130825382457,58.92857142857143,-2.4285714285714306
2025-09-10,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,697.6929999999996,731.181,1160.0,23.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2138.459000000002,,,5.8489284889999995,23.0,21.0,71.48205931863727,499.0,120.0,50.0,35669.5476,65.2797814814815,54.0,159.207,22.3629,3525.108200000001,0.9575,12.0,0.98,0.93,11.489999999999998,14.696969696969695,33.0,19.5,12.0,485.0,52.5,2.0,53.0,52.0,105.0,5880.0,3270.0,2790.0,11940.0,180.0,12300.0,12988.0,,,,,,,,,,,0.0,3.316666666666667,3.4166666666666665,0.0,386.1,0.0,7.605118055555554,8.14047619047619,-4.823809523809524,51.39730307775147,13.88247840373004,59.357142857142854,-6.857142857142854
2025-09-11,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,525.189,529.473,1160.0,15.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2138.819000000002,,,2.698846110000001,15.0,10.0,66.64364805555556,360.0,107.0,50.0,23991.713300000003,66.44119491525424,59.0,191.021,22.9112,3920.0305000000008,0.9626315789473686,19.0,1.0,0.92,18.290000000000003,12.605263157894736,38.0,15.0,10.5,479.0,57.5,2.0,61.0,54.0,115.0,19500.0,,5490.0,24990.0,540.0,0.0,6293.0,,,,,,,,,,,0.0,6.941666666666666,0.0,0.0,386.1,0.0,7.605118055555554,6.713095238095237,0.22857142857142954,52.486564003677394,13.95463091157685,58.5,-1.0
2025-09-12,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,2879.0859999999925,1084.47,1160.0,68.0,45.0,13.0,12.0,4,8152.0,0.0,0.0,2151.7059999999938,,,7.716164631999999,127.0,28.0,159.66069262155727,2941.0,181.0,58.0,469562.0969999999,47.51751739130435,23.0,135.336,14.332,1092.9029,0.9533333333333336,3.0,1.0,0.93,2.8600000000000003,12.803921568627452,51.0,15.0,11.5,653.0,,,,,,12900.0,3120.0,3120.0,19140.0,4500.0,10680.0,17505.0,,,,,,111.0,1.0,111.0,111.0,111.0,0.0,5.316666666666666,2.966666666666667,0.0,386.1,0.0,7.605118055555554,5.713095238095238,-0.39642857142857135,54.05816945489131,-6.540652063586961,58.285714285714285,
2025-09-13,2.0,16276.029999999999,4077.0420000000004,3.9924999999999997,11.654,139.5,659.0,161.0,181.0,297.0,296.0,91.5,568628.0,237.0,0.906,6.8,4.1,1423.607999999998,749.688,1160.0,15.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2091.415000000006,,,10.203480486000004,15.0,3.0,78.84891446453408,719.0,152.0,60.0,56692.3695,43.48749433962263,53.0,133.017,16.9539,2304.8371999999995,0.9417647058823532,17.0,0.99,0.89,16.01,14.242924528301886,53.0,17.0,12.0,754.875,72.0,2.0,74.0,70.0,144.0,29550.0,8640.0,8400.0,46590.0,22140.0,50400.0,33001.0,,,,,,93.0,1.0,93.0,93.0,93.0,1.1325116666666668,12.941666666666666,14.0,0.0,477.6,0.0,8.737629722222222,6.239285714285714,6.7023809523809526,53.169294666636084,-9.681800327013455,58.5,13.5
2025-09-14,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,729.8239999999995,654.222,1160.0,21.0,45.0,13.0,12.0,0,0.0,0.0,0.0,2058.3910000000024,,,6.361833235999999,21.0,3.0,80.20870372168282,618.0,167.0,59.0,49568.97889999999,46.00178360655737,61.0,127.043,14.3851,2806.1087999999995,0.9499999999999996,15.0,1.0,0.93,14.249999999999996,14.655701754385966,57.0,19.5,12.5,835.375,69.5,2.0,72.0,67.0,139.0,29610.0,3780.0,11310.0,44700.0,19320.0,73680.0,14603.0,,,,,,,,,,,0.0,12.416666666666666,20.466666666666665,91.5,286.4,1.1325116666666668,4.443173055555555,7.003571428571428,5.413095238095238,51.4995093099058,-5.497725703348429,61.25,8.25
2025-09-15,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,893.7190000000003,893.719,1160.0,32.0,45.0,16.0,12.0,0,0.0,0.0,0.0,2212.186999999989,0.188849,194.999,11.029023751,32.0,14.0,75.08734642857144,448.0,129.0,47.0,33639.1312,58.319008695652194,46.0,156.228,22.7278,2682.674400000001,0.9423529411764704,17.0,0.97,0.92,16.019999999999996,12.76923076923077,52.0,18.5,10.0,664.0,59.0,1.0,59.0,59.0,59.0,19380.0,4200.0,5940.0,29520.0,1380.0,0.0,24538.0,,,,,,87.0,1.0,87.0,87.0,87.0,0.0,8.2,0.0,0.0,91.5,0.0,1.132511666666665,7.696428571428571,0.5035714285714281,54.092656508801745,4.226352186850448,61.916666666666664,-2.9166666666666643
2025-09-16,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1226.6649999999988,822.124,1160.0,70.0,45.0,12.0,12.0,3,6884.0,0.0,0.0,2137.623999999992,,,9.728082912,92.0,19.0,100.30438399581588,956.0,167.0,57.0,95890.99109999998,47.95624000000001,45.0,92.6244,27.3496,2158.0308000000005,0.9435714285714284,14.0,1.0,0.92,13.209999999999996,12.85,50.0,16.0,11.0,642.5,64.5,2.0,66.0,63.0,129.0,21180.0,150.0,7230.0,28560.0,1380.0,0.0,21306.0,,,,,,,,,,,0.0,7.933333333333334,0.0,0.0,91.5,0.0,1.132511666666665,7.7333333333333325,0.20000000000000107,55.30951698448725,-7.353276984487245,61.166666666666664,3.3333333333333357
2025-09-17,2.0,23214.16,8206.276,2.4675,11.178,83.5,2825.0,153.0,177.0,577.0,607.0,126.0,883713.0,237.0,0.6225,4.199999999999999,1.7,4153.193999999989,1319.73,1160.0,107.0,45.0,12.0,12.0,2,11823.0,0.0,0.0,2242.227000000005,0.185157,195.33,12.588800191000006,203.0,123.0,148.87972663476873,3762.0,177.0,64.0,560085.5316,36.194625,12.0,63.6771,15.9152,434.3355,0.9466666666666668,3.0,0.96,0.94,2.84,15.464285714285714,14.0,17.5,14.0,216.5,67.0,1.0,67.0,67.0,67.0,2550.0,1650.0,,4200.0,1740.0,0.0,27592.0,,,,,,90.5,1.0,90.5,90.5,90.5,2.279521111111111,1.1666666666666667,0.0,0.0,217.5,0.0,3.412032777777776,8.152380952380952,-6.985714285714285,53.57186006141033,-17.377235061410325,62.5,4.5
2025-09-18,1.0,22676.79,6238.703,3.635,10.749,161.0,1330.0,162.0,182.0,661.0,654.0,140.2,999571.0,237.0,0.903,4.7,2.0,4071.5910000000144,1658.55,1160.0,120.0,45.0,13.0,12.0,2,12741.0,0.0,0.0,2196.9419999999996,,,11.785154977,120.0,185.0,82.64512170329671,364.0,125.0,58.0,30082.8243,46.65823513513513,37.0,171.042,12.8711,1726.3547,0.935,12.0,0.97,0.91,11.22,13.447916666666666,48.0,17.0,10.0,645.5,67.5,2.0,71.0,64.0,135.0,18660.0,1170.0,4980.0,24810.0,2220.0,0.0,29814.0,,,,,,112.0,1.0,112.0,112.0,112.0,1.7329730555555556,6.891666666666667,0.0,126.0,357.7,2.279521111111111,5.1450058333333315,7.845238095238095,-0.9535714285714283,49.41683770691297,-2.7586025717778426,64.91666666666667,2.5833333333333286
2025-09-19,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1238.920999999999,654.19,1160.0,25.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2116.888,,,6.3130511799999995,25.0,5.0,77.38264037685059,743.0,132.0,55.0,57495.30179999999,45.335693846153845,65.0,136.906,17.0089,2946.8201,0.9342857142857144,21.0,0.97,0.9,19.62,14.27536231884058,69.0,18.0,11.5,985.0,66.0,1.0,66.0,66.0,66.0,41400.0,7500.0,10950.0,59850.0,35640.0,76320.0,29517.0,,,,,,,,,,,0.0,16.625,21.2,140.2,357.7,1.7329730555555556,5.1450058333333315,7.838095238095237,8.786904761904763,46.590700595467375,-1.2550067493135302,66.58333333333333,-0.5833333333333286
2025-09-20,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,579.6750000000001,580.328,1160.0,17.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2190.5919999999996,0.187261,196.211,4.879052078999999,17.0,7.0,71.11115994623655,372.0,122.0,57.0,26453.3515,54.28300000000001,51.0,118.968,23.2747,2768.4330000000004,0.9492307692307692,13.0,1.0,0.92,12.340000000000002,14.189655172413794,29.0,18.5,11.5,411.5,60.0,1.0,60.0,60.0,60.0,13320.0,,3870.0,17190.0,240.0,0.0,11251.0,,,,,,93.0,1.0,93.0,93.0,93.0,0.0,4.775,0.0,0.0,266.2,0.0,4.012494166666665,9.453571428571427,-4.678571428571427,46.27901151758874,8.003988482411266,66.5,-6.5
2025-09-21,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,2184.6269999999968,1290.31,1160.0,98.0,45.0,10.0,12.0,1,5229.0,0.0,0.0,2061.517999999999,,,7.340646079999999,98.0,,83.2534258064516,372.0,145.0,58.0,30970.2744,47.29302641509433,53.0,96.4935,13.554,2506.5303999999996,0.9642105263157896,19.0,0.99,0.94,18.32,12.940677966101696,59.0,16.5,11.0,763.5,63.0,1.0,63.0,63.0,63.0,22320.0,1920.0,8850.0,33090.0,780.0,0.0,13823.0,,,,,,,,,,,0.0,9.191666666666666,0.0,0.0,266.2,0.0,4.012494166666665,8.286904761904761,0.9047619047619051,47.82122661192836,-0.5282001968340282,64.78571428571429,-1.7857142857142918
2025-09-22,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,379.91000000000014,328.265,1160.0,7.0,45.0,12.0,12.0,0,0.0,0.0,0.0,1362.5310000000002,,,4.418602637,7.0,11.0,75.17158796116505,515.0,158.0,53.0,38713.3678,52.75612222222222,9.0,88.1176,35.6407,474.8051,0.97,3.0,0.99,0.96,2.91,13.25,1.0,13.25,13.25,13.25,63.0,1.0,63.0,63.0,63.0,16650.0,4230.0,2430.0,23310.0,11940.0,58560.0,10158.0,,,,,,93.75,2.0,101.5,86.0,187.5,0.0,6.475,16.266666666666666,0.0,266.2,0.0,4.012494166666665,7.826190476190476,-1.3511904761904763,48.00568987029079,4.75043235193143,63.857142857142854,-0.8571428571428541
2025-09-23,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1164.156,1168.64,1160.0,78.0,45.0,13.0,12.0,1,3795.0,0.0,0.0,2126.2429999999995,,,4.332998845,78.0,7.0,75.77291921921923,666.0,157.271,46.0,50464.764200000005,56.34550000000001,66.0,216.421,22.7939,3718.803,0.9799999999999998,22.0,1.0,0.95,21.559999999999995,12.055555555555555,36.0,18.0,9.5,434.0,55.0,1.0,55.0,55.0,55.0,12120.0,3240.0,4110.0,19470.0,1020.0,0.0,9577.0,,,,,,89.0,1.0,89.0,89.0,89.0,0.0,5.408333333333333,0.0,0.0,266.2,0.0,4.012494166666665,7.579761904761904,-2.171428571428571,47.21099180265793,9.134508197342079,64.42857142857143,-9.42857142857143
2025-09-24,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1890.8,1250.35,1160.0,90.0,45.0,10.0,12.0,4,5819.0,0.0,0.0,1471.1700000000103,,,4.040493941000001,116.0,12.0,134.36072333811572,2091.0,164.0,53.0,280948.27249999996,59.494425,20.0,112.919,24.6776,1189.8885,0.9675,4.0,0.99,0.93,3.87,17.285714285714285,7.0,19.0,16.0,121.0,53.0,1.0,53.0,53.0,53.0,,,,0.0,0.0,0.0,9378.0,,,,,,,,,,,0.0,0.0,0.0,0.0,140.2,0.0,1.7329730555555538,7.219047619047619,-7.219047619047619,48.40945751694365,11.084967483056353,63.07142857142857,-10.07142857142857
2025-09-25,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,429.6359999999999,404.842,1160.0,6.0,45.0,12.0,12.0,0,0.0,0.0,0.0,2093.8010000000004,,,1.998855549,6.0,3.0,,,,,,,,,,,,,,,,13.31578947368421,57.0,16.0,11.0,759.0,,,,,,23190.0,2850.0,8550.0,34590.0,900.0,0.0,4614.0,,,,,,,,,,,0.0,9.608333333333333,0.0,0.0,0.0,0.0,0.0,7.052380952380952,2.5559523809523803,51.738000374086496,,61.07142857142857,
2025-09-26,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,790.3619999999997,813.405,1160.0,17.0,45.0,20.0,12.0,0,0.0,0.0,0.0,2198.001,,,6.097760856999998,17.0,6.0,,,,,,,,,,,,,,,,12.43421052631579,38.0,19.5,10.0,472.5,,,,,,11760.0,3600.0,1980.0,17340.0,9780.0,11340.0,13907.0,,,,,,,,,,,0.0,4.816666666666666,3.15,0.0,0.0,0.0,0.0,7.44047619047619,-2.6238095238095234,52.58462791391173,,60.0,
2025-09-27,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1013.545,1013.54,1160.0,54.0,45.0,17.0,12.0,0,0.0,0.0,0.0,2192.9740000000006,,,8.432639621,54.0,4.0,71.0,3.0,72.0,69.0,213.0,,,,,,,,,,,13.145833333333334,48.0,17.0,11.0,631.0,,,,,,18720.0,4290.0,5790.0,28800.0,1620.0,0.0,20096.0,,,,,,,,,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.753571428571427,2.2464285714285728,54.03441472746331,,58.8,
